table_id,product_code,issue_year,gender,uw_class,policy_status,sa_band,prem_band,attained_age,qx_annual
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,55,0.00189113
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,56,0.00204864
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,57,0.00221927
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,58,0.0024041
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,59,0.00260433
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,60,0.00282124
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,61,0.00305621
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,62,0.00331076
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,63,0.0035865
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,64,0.00388521
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,65,0.0042088
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,66,0.00455934
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,67,0.00493907
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,68,0.00535043
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,69,0.00579605
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,70,0.00627879
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,71,0.00680173
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,72,0.00736823
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,73,0.0079819
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,74,0.00864669
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,75,0.00936685
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,76,0.01014699
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,77,0.0109921
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,78,0.0119076
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,79,0.01289935
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,80,0.0139737
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,81,0.01513753
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,82,0.01639829
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,83,0.01776405
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,84,0.01924357
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,85,0.02084631
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,86,0.02258254
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,87,0.02446337
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,88,0.02650085
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,89,0.02870803
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,90,0.03109904
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,91,0.03368918
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,92,0.03649506
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,93,0.03953462
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,94,0.04282735
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,95,0.04639431
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,96,0.05025836
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,97,0.05444423
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,98,0.05897873
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,99,0.06389089
MORT_BASE_V1_T15,WL,2020,M,ALL,ALL,ALL,PREM_0_10K,100,0.06921218
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,20,0.000115
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,21,0.00012458
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,22,0.00013495
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,23,0.00014619
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,24,0.00015837
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,25,0.00017156
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,26,0.00018585
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,27,0.00020133
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,28,0.0002181
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,29,0.00023626
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,30,0.00025594
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,31,0.00027725
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,32,0.00030035
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,33,0.00032536
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,34,0.00035246
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,35,0.00038181
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,36,0.00041361
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,37,0.00044806
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,38,0.00048538
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,39,0.00052581
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,40,0.0005696
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,41,0.00061704
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,42,0.00066843
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,43,0.0007241
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,44,0.00078441
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,45,0.00084974
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,46,0.00092051
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,47,0.00099718
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,48,0.00108023
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,49,0.0011702
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,50,0.00126767
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,51,0.00137325
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,52,0.00148762
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,53,0.00161152
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,54,0.00174574
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,55,0.00189113
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,56,0.00204864
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,57,0.00221927
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,58,0.0024041
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,59,0.00260433
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,60,0.00282124
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,61,0.00305621
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,62,0.00331076
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,63,0.0035865
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,64,0.00388521
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,65,0.0042088
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,66,0.00455934
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,67,0.00493907
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,68,0.00535043
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,69,0.00579605
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,70,0.00627879
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,71,0.00680173
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,72,0.00736823
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,73,0.0079819
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,74,0.00864669
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,75,0.00936685
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,76,0.01014699
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,77,0.0109921
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,78,0.0119076
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,79,0.01289935
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,80,0.0139737
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,81,0.01513753
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,82,0.01639829
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,83,0.01776405
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,84,0.01924357
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,85,0.02084631
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,86,0.02258254
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,87,0.02446337
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,88,0.02650085
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,89,0.02870803
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,90,0.03109904
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,91,0.03368918
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,92,0.03649506
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,93,0.03953462
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,94,0.04282735
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,95,0.04639431
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,96,0.05025836
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,97,0.05444423
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,98,0.05897873
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,99,0.06389089
MORT_BASE_V1_T16,WL,2020,M,ALL,ALL,ALL,ALL,100,0.06921218
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,20,8.5e-05
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,21,9.208e-05
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,22,9.975e-05
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,23,0.00010806
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,24,0.00011706
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,25,0.00012681
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,26,0.00013737
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,27,0.00014881
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,28,0.0001612
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,29,0.00017463
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,30,0.00018917
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,31,0.00020493
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,32,0.00022199
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,33,0.00024048
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,34,0.00026051
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,35,0.00028221
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,36,0.00030571
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,37,0.00033118
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,38,0.00035876
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,39,0.00038864
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,40,0.00042101
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,41,0.00045607
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,42,0.00049406
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,43,0.00053521
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,44,0.00057978
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,45,0.00062807
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,46,0.00068038
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,47,0.00073705
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,48,0.00079843
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,49,0.00086493
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,50,0.00093697
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,51,0.00101501
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,52,0.00109954
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,53,0.00119112
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,54,0.00129033
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,55,0.00139779
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,56,0.00151421
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,57,0.00164033
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,58,0.00177695
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,59,0.00192494
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,60,0.00208527
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,61,0.00225894
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,62,0.00244708
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,63,0.00265089
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,64,0.00287168
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,65,0.00311085
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,66,0.00336994
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,67,0.00365062
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,68,0.00395467
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,69,0.00428404
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,70,0.00464084
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,71,0.00502736
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,72,0.00544608
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,73,0.00589967
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,74,0.00639103
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,75,0.00692332
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,76,0.00749995
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,77,0.0081246
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,78,0.00880127
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,79,0.0095343
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,80,0.01032839
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,81,0.01118861
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,82,0.01212047
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,83,0.01312995
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,84,0.01422351
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,85,0.01540814
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,86,0.01669144
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,87,0.01808162
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,88,0.01958759
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,89,0.02121898
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,90,0.02298624
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,91,0.0249007
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,92,0.02697461
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,93,0.02922124
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,94,0.031655
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,95,0.03429145
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,96,0.03714748
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,97,0.04024139
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,98,0.04359297
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,99,0.0472237
MORT_BASE_V1_T17,WL,2020,F,STD,INFORCE,SA_0_100K,PREM_0_10K,100,0.05115683
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,20,8.5e-05
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,21,9.208e-05
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,22,9.975e-05
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,23,0.00010806
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,24,0.00011706
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,25,0.00012681
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,26,0.00013737
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,27,0.00014881
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,28,0.0001612
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,29,0.00017463
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,30,0.00018917
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,31,0.00020493
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,32,0.00022199
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,33,0.00024048
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,34,0.00026051
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,35,0.00028221
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,36,0.00030571
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,37,0.00033118
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,38,0.00035876
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,39,0.00038864
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,40,0.00042101
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,41,0.00045607
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,42,0.00049406
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,43,0.00053521
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,44,0.00057978
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,45,0.00062807
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,46,0.00068038
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,47,0.00073705
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,48,0.00079843
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,49,0.00086493
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,50,0.00093697
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,51,0.00101501
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,52,0.00109954
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,53,0.00119112
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,54,0.00129033
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,55,0.00139779
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,56,0.00151421
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,57,0.00164033
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,58,0.00177695
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,59,0.00192494
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,60,0.00208527
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,61,0.00225894
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,62,0.00244708
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,63,0.00265089
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,64,0.00287168
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,65,0.00311085
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,66,0.00336994
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,67,0.00365062
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,68,0.00395467
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,69,0.00428404
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,70,0.00464084
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,71,0.00502736
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,72,0.00544608
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,73,0.00589967
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,74,0.00639103
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,75,0.00692332
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,76,0.00749995
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,77,0.0081246
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,78,0.00880127
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,79,0.0095343
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,80,0.01032839
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,81,0.01118861
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,82,0.01212047
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,83,0.01312995
MORT_BASE_V1_T18,WL,2020,F,STD,INFORCE,SA_0_100K,ALL,84,0.01422351
